Gorai.001G000100.1	GO:0016429, GO:0030488
Gorai.007G312700.1	GO:0003677
Gorai.007G312800.1	GO:0004672, GO:0005524, GO:0006468, GO:0005529
Gorai.007G313000.1	GO:0004672, GO:0005524, GO:0006468
Gorai.007G313100.1	GO:0004672, GO:0005524, GO:0006468, GO:0005529
Gorai.007G313200.1	GO:0004672, GO:0005524, GO:0006468, GO:0005529
Gorai.007G313500.1	GO:0004672, GO:0005524, GO:0006468
Gorai.007G313700.1	GO:0016020, GO:0055085
Gorai.007G313900.1	GO:0005097, GO:0032313, GO:0005622
Gorai.007G314200.1	GO:0003743, GO:0006413
Gorai.007G314400.1	GO:0003743, GO:0006413
Gorai.007G314500.1	GO:0005515
Gorai.007G314600.1	GO:0005515
Gorai.007G314700.1	GO:0005515, GO:0043531
Gorai.007G314900.1	GO:0010333, GO:0016829, GO:0008152, GO:0000287
Gorai.007G315000.1	GO:0010333, GO:0016829, GO:0008152, GO:0000287
Gorai.007G315100.1	GO:0010333, GO:0016829, GO:0008152, GO:0000287
Gorai.007G315300.1	GO:0010333, GO:0016829, GO:0008152, GO:0000287
Gorai.007G315400.1	GO:0000287, GO:0010333, GO:0016829
Gorai.007G315500.1	GO:0010333, GO:0016829, GO:0008152, GO:0000287
Gorai.007G315600.1	GO:0010333, GO:0016829, GO:0008152, GO:0000287
Gorai.007G315700.1	GO:0010333, GO:0016829, GO:0008152, GO:0000287
Gorai.007G315800.1	GO:0010333, GO:0016829, GO:0008152, GO:0000287
Gorai.007G315900.1	GO:0010333, GO:0016829, GO:0008152, GO:0000287
Gorai.007G316200.1	GO:0010333, GO:0016829, GO:0008152, GO:0000287
Gorai.007G316300.1	GO:0010333, GO:0016829, GO:0008152, GO:0000287
Gorai.007G316500.1	GO:0010333, GO:0016829, GO:0008152, GO:0000287
Gorai.007G316600.1	GO:0000287, GO:0010333, GO:0016829
Gorai.007G316700.1	GO:0010333, GO:0016829, GO:0008152, GO:0000287
Gorai.007G316800.1	GO:0010333, GO:0016829, GO:0008152, GO:0000287
Gorai.007G316900.1	GO:0003676
Gorai.007G317000.1	GO:0004857, GO:0030599
Gorai.007G317100.1	GO:0004857, GO:0030599
Gorai.007G317700.1	GO:0043531
Gorai.007G317800.1	GO:0004672, GO:0005524, GO:0006468, GO:0048544, GO:0005529, GO:0004674
Gorai.007G317900.1	GO:0000156, GO:0000160, GO:0006355
Gorai.007G318000.1	GO:0048544, GO:0005529
Gorai.007G318100.1	GO:0004672, GO:0005524, GO:0006468, GO:0048544, GO:0005529, GO:0004674
Gorai.007G318200.1	GO:0006950
Gorai.007G318500.1	GO:0005515, GO:0043531, GO:0007165, GO:0005622
Gorai.007G318700.1	GO:0005515
Gorai.007G318800.1	GO:0005515, GO:0043531, GO:0007165, GO:0005622
Gorai.007G318900.1	GO:0005515, GO:0043531, GO:0007165, GO:0005622
Gorai.007G319000.1	GO:0005515
Gorai.007G319200.1	GO:0005515
Gorai.007G319400.1	GO:0003755, GO:0006457
Gorai.007G319500.1	GO:0005515
Gorai.007G319800.1	GO:0043531
Gorai.007G319900.1	GO:0005515, GO:0043531
Gorai.007G320000.1	GO:0003735, GO:0006412, GO:0005622, GO:0005840
Gorai.007G320100.1	GO:0043531
Gorai.007G320200.1	GO:0005515
Gorai.007G320300.1	GO:0005515, GO:0043531
Gorai.007G320500.1	GO:0005515, GO:0043531
Gorai.007G320900.1	GO:0043531
Gorai.007G321000.1	GO:0043531
Gorai.007G321100.1	GO:0043531
Gorai.007G321400.1	GO:0005515
Gorai.007G321500.1	GO:0005515
Gorai.007G321600.1	GO:0007017, GO:0005875
Gorai.007G321700.1	GO:0005515, GO:0043531, GO:0007165, GO:0005622
Gorai.007G321800.1	GO:0005515, GO:0043531, GO:0007165, GO:0005622
Gorai.007G321900.1	GO:0008270, GO:0016491, GO:0055114
Gorai.007G322300.1	GO:0005515, GO:0043531, GO:0007165, GO:0005622
Gorai.007G322500.1	GO:0016881
Gorai.007G322700.1	GO:0005507, GO:0016531, GO:0006825, GO:0005758
Gorai.007G322800.1	GO:0004672, GO:0005524, GO:0006468
Gorai.007G322900.1	GO:0004672, GO:0005524, GO:0006468, GO:0005515
Gorai.007G323000.1	GO:0008375, GO:0016020
Gorai.007G323100.1	GO:0005515, GO:0043531
Gorai.007G323200.1	GO:0005337, GO:0006810, GO:0016021
Gorai.007G323300.1	GO:0005515, GO:0043531
Gorai.007G323900.1	GO:0003677, GO:0006355
Gorai.007G324100.1	GO:0043531
Gorai.007G324200.1	GO:0043531
Gorai.007G324300.1	GO:0043531
Gorai.007G324400.1	GO:0043531
Gorai.007G324500.1	GO:0005515
Gorai.007G324600.1	GO:0043531
Gorai.007G324700.1	GO:0043531
Gorai.007G324800.1	GO:0005515
Gorai.007G324900.1	GO:0005515
Gorai.007G325000.1	GO:0005515
Gorai.007G325100.1	GO:0043531
Gorai.007G325200.1	GO:0004857, GO:0030599
Gorai.007G325300.1	GO:0004857, GO:0030599
Gorai.007G325400.1	GO:0004857, GO:0030599
Gorai.007G325700.1	GO:0003700, GO:0043565, GO:0046983, GO:0006355
Gorai.007G325800.1	GO:0055085, GO:0016021
Gorai.007G326000.1	GO:0004672, GO:0005524, GO:0006468
Gorai.007G326300.1	GO:0005515
Gorai.007G326600.1	GO:0016881
Gorai.007G326800.1	GO:0005515
Gorai.007G327300.1	GO:0005515
Gorai.007G327400.1	GO:0005515
Gorai.007G327600.1	GO:0005515
Gorai.007G327700.1	GO:0005515
Gorai.007G327800.1	GO:0005515
Gorai.007G327900.1	GO:0005515
Gorai.007G328000.1	GO:0005515
Gorai.007G328200.1	GO:0005515
Gorai.007G328300.1	GO:0005515
Gorai.007G328500.1	GO:0005515
Gorai.007G328600.1	GO:0005515
Gorai.007G328700.1	GO:0005515
Gorai.007G328800.1	GO:0005515
Gorai.007G328900.1	GO:0005515
Gorai.007G329000.1	GO:0005515
Gorai.007G329100.1	GO:0005515
Gorai.007G329200.1	GO:0005515
Gorai.007G329300.1	GO:0005515
Gorai.007G329400.1	GO:0005515
Gorai.007G329500.1	GO:0005515
Gorai.007G329600.1	GO:0008234, GO:0006508, GO:0004197
Gorai.007G329800.1	GO:0004672, GO:0005524, GO:0006468
Gorai.007G330000.1	GO:0004672, GO:0005524, GO:0006468, GO:0005515
Gorai.007G330100.1	GO:0004672, GO:0005524, GO:0006468
Gorai.007G330300.1	GO:0004672, GO:0005524, GO:0006468, GO:0005515
Gorai.007G330400.1	GO:0005515
Gorai.007G330500.1	GO:0004672, GO:0005524, GO:0006468, GO:0005515
Gorai.007G330600.1	GO:0004672, GO:0005524, GO:0006468, GO:0005515
Gorai.007G330700.1	GO:0004672, GO:0005524, GO:0006468, GO:0005515
Gorai.007G330900.1	GO:0043531
Gorai.007G331000.1	GO:0005515, GO:0043531
Gorai.007G331300.1	GO:0016021
Gorai.007G331400.1	GO:0043531
Gorai.007G331500.1	GO:0043531
Gorai.007G331600.1	GO:0043531
Gorai.007G331700.1	GO:0008270, GO:0005622
Gorai.007G331900.1	GO:0003677, GO:0046983
Gorai.007G332000.1	GO:0003854, GO:0016616, GO:0006694, GO:0055114, GO:0003824, GO:0050662, GO:0044237, GO:0009058, GO:0008831, GO:0045226
Gorai.007G332100.1	GO:0016021
Gorai.007G332300.1	GO:0004672, GO:0005524, GO:0006468, GO:0016773, GO:0009103, GO:0016020
Gorai.007G332500.1	GO:0005351, GO:0008643, GO:0000139, GO:0016021
Gorai.007G332600.1	GO:0043531
Gorai.007G332800.1	GO:0003843, GO:0006075, GO:0000148, GO:0016020
Gorai.007G332900.1	GO:0043531
Gorai.007G333200.1	GO:0043531
Gorai.007G333300.1	GO:0043531
Gorai.007G333600.1	GO:0005351, GO:0008643, GO:0000139, GO:0016021
Gorai.007G333700.1	GO:0043531
Gorai.007G333800.1	GO:0043531
Gorai.007G333900.1	GO:0043531
Gorai.007G334100.1	GO:0043531
Gorai.007G334500.1	GO:0005351, GO:0008643, GO:0000139, GO:0016021
Gorai.007G334600.1	GO:0005351, GO:0008643, GO:0000139, GO:0016021
Gorai.007G334800.1	GO:0003843, GO:0006075, GO:0000148, GO:0016020
Gorai.007G334900.1	GO:0004672, GO:0005524, GO:0006468
Gorai.007G335000.1	GO:0004672, GO:0005524, GO:0006468
Gorai.007G335100.1	GO:0004672, GO:0005524, GO:0006468
Gorai.007G335200.1	GO:0004221, GO:0006511, GO:0008270
Gorai.007G335300.1	GO:0003676
Gorai.007G335400.1	GO:0016491, GO:0016706, GO:0055114
Gorai.007G335500.1	GO:0003924, GO:0005525
Gorai.007G335800.1	GO:0005515
Gorai.007G336000.1	GO:0005515
Gorai.007G336100.1	GO:0005515
Gorai.007G336200.1	GO:0005515
Gorai.007G336400.1	GO:0004857, GO:0030599
Gorai.007G336500.1	GO:0004857, GO:0030599
Gorai.007G336600.1	GO:0004857, GO:0030599
Gorai.007G336800.1	GO:0003677, GO:0043565, GO:0005622
Gorai.007G336900.1	GO:0016620, GO:0055114
Gorai.007G337100.1	GO:0005515
Gorai.007G337200.1	GO:0005515
Gorai.007G337300.1	GO:0005515
Gorai.007G337400.1	GO:0005515
Gorai.007G337500.1	GO:0005515
Gorai.007G337900.1	GO:0004298, GO:0051603, GO:0005839
Gorai.007G338100.1	GO:0005515
Gorai.007G338300.1	GO:0005515
Gorai.007G338400.1	GO:0005515
Gorai.007G338700.1	GO:0005515
Gorai.007G338800.1	GO:0005515
Gorai.007G338900.1	GO:0005515
Gorai.007G339000.1	GO:0005515
Gorai.007G339100.1	GO:0005515
Gorai.007G339200.1	GO:0005515
Gorai.007G339300.1	GO:0005515
Gorai.007G339400.1	GO:0005515
Gorai.007G339600.1	GO:0005515
Gorai.007G339700.1	GO:0005515
Gorai.007G339900.1	GO:0005515
Gorai.007G340000.1	GO:0005515
Gorai.007G340100.1	GO:0005515
Gorai.007G340200.1	GO:0005515
Gorai.007G340300.1	GO:0005515
Gorai.007G340400.1	GO:0016758, GO:0008152
Gorai.007G340500.1	GO:0008270, GO:0016491, GO:0055114
Gorai.007G340700.1	GO:0005515
Gorai.007G340800.1	GO:0030599, GO:0042545, GO:0005618, GO:0004857
Gorai.007G340900.1	GO:0016787
Gorai.007G341100.1	GO:0005337, GO:0006810, GO:0016021
Gorai.007G341200.1	GO:0005524, GO:0009378, GO:0006281, GO:0006310, GO:0016887
Gorai.007G341300.1	GO:0003779, GO:0030036, GO:0008290
Gorai.007G341400.1	GO:0004252, GO:0006508
Gorai.007G341600.1	GO:0003735, GO:0006412, GO:0005622, GO:0005840
Gorai.007G341700.1	GO:0005515
Gorai.007G341800.1	GO:0005515
Gorai.007G341900.1	GO:0005515
Gorai.007G342000.1	GO:0000062, GO:0005515
Gorai.007G342100.1	GO:0005515
Gorai.007G342200.1	GO:0003677
Gorai.007G342300.1	GO:0009987, GO:0016787
Gorai.007G342400.1	GO:0003824, GO:0008152
Gorai.007G342500.1	GO:0003777, GO:0005524, GO:0007018
Gorai.007G342600.1	GO:0005525, GO:0007264, GO:0005622
Gorai.007G342700.1	GO:0004553, GO:0005975
Gorai.007G342800.1	GO:0005524
Gorai.007G343100.1	GO:0004672, GO:0005524, GO:0006468
Gorai.007G343200.1	GO:0004020, GO:0005524, GO:0000103
Gorai.007G343400.1	GO:0030515, GO:0031120, GO:0042254
Gorai.007G343500.1	GO:0004672, GO:0005524, GO:0006468
Gorai.007G343600.1	GO:0005524, GO:0044267
Gorai.007G343700.1	GO:0005515, GO:0007165, GO:0005622
Gorai.007G343800.1	GO:0005488
Gorai.007G343900.1	GO:0010333, GO:0016829, GO:0008152, GO:0000287
Gorai.007G344000.1	GO:0005515, GO:0043531, GO:0007165, GO:0005622
Gorai.007G344100.1	GO:0016844, GO:0009058
Gorai.007G344300.1	GO:0016844, GO:0009058
Gorai.007G345500.1	GO:0016740, GO:0030170, GO:0009058, GO:0016829, GO:0006520
Gorai.007G345600.1	GO:0005515
Gorai.007G345700.1	GO:0016021
Gorai.007G345900.1	GO:0045454
Gorai.007G346000.1	GO:0051258, GO:0043234, GO:0003924, GO:0005525, GO:0006184
Gorai.007G346100.1	GO:0003871, GO:0009086, GO:0008270, GO:0008652
Gorai.007G346300.1	GO:0003700, GO:0043565, GO:0006355
Gorai.007G346400.1	GO:0003677
Gorai.007G346500.1	GO:0008060, GO:0008270, GO:0032312
Gorai.007G346700.1	GO:0004672, GO:0005524, GO:0006468, GO:0005488
Gorai.007G346900.1	GO:0005515, GO:0043531, GO:0007165, GO:0005622
Gorai.007G347000.1	GO:0005488
Gorai.007G347100.1	GO:0008839, GO:0009089, GO:0055114
Gorai.007G347300.1	GO:0003677, GO:0003700, GO:0016987, GO:0006352, GO:0006355
Gorai.007G347600.1	GO:0051082, GO:0007021, GO:0005874
Gorai.007G347700.1	GO:0005506, GO:0009055, GO:0016705, GO:0020037, GO:0055114
Gorai.007G347800.1	GO:0005506, GO:0009055, GO:0016705, GO:0020037, GO:0055114
Gorai.007G347900.1	GO:0005506, GO:0009055, GO:0016705, GO:0020037, GO:0055114
Gorai.007G348100.1	GO:0005515
Gorai.007G348500.1	GO:0006952, GO:0009607
Gorai.007G348600.1	GO:0003677
Gorai.007G349000.1	GO:0005525, GO:0007264, GO:0004871, GO:0019001, GO:0007186, GO:0005634, GO:0005737, GO:0005622
Gorai.007G349200.1	GO:0016161, GO:0000272
Gorai.007G349400.1	GO:0004672, GO:0005524, GO:0006468
Gorai.007G349600.1	GO:0005515
Gorai.007G349700.1	GO:0004553, GO:0005975
Gorai.007G349800.1	GO:0000062
Gorai.007G349900.1	GO:0000062
Gorai.007G350200.1	GO:0016020
Gorai.007G350500.1	GO:0003677
Gorai.007G350700.1	GO:0008270
Gorai.007G350800.1	GO:0016881
Gorai.007G350900.1	GO:0005515, GO:0042393, GO:0008270, GO:0018024, GO:0034968, GO:0005634
Gorai.007G351000.1	GO:0005515
Gorai.007G351400.1	GO:0005515
Gorai.007G351500.1	GO:0003677
Gorai.007G351700.1	GO:0005634
Gorai.007G351900.1	GO:0051258, GO:0043234, GO:0003924, GO:0005525, GO:0006184
Gorai.007G352000.1	GO:0003677, GO:0006351, GO:0005634
Gorai.007G352100.1	GO:0003824
Gorai.007G352200.1	GO:0055085, GO:0016021
Gorai.007G352400.1	GO:0004725, GO:0006470, GO:0008138
Gorai.007G352500.1	GO:0005515
Gorai.007G352600.1	GO:0003700, GO:0043565, GO:0046983, GO:0006355
Gorai.007G353100.1	GO:0003777, GO:0005524, GO:0007018
Gorai.007G353200.1	GO:0003824, GO:0008152
Gorai.007G353300.1	GO:0005634
Gorai.007G353500.1	GO:0016740, GO:0030170, GO:0009058, GO:0008152, GO:0006520
Gorai.007G353600.1	GO:0003743, GO:0006413
Gorai.007G353900.1	GO:0008762, GO:0016491, GO:0050660, GO:0055114, GO:0003885, GO:0016020
Gorai.007G355300.1	GO:0009055, GO:0015035, GO:0045454
Gorai.007G355600.1	GO:0003697, GO:0005524, GO:0006281, GO:0009432
Gorai.007G355700.1	GO:0005515
Gorai.007G355800.1	GO:0005515
Gorai.007G356000.1	GO:0043531
Gorai.007G356100.1	GO:0043531
Gorai.007G356300.1	GO:0043531
Gorai.007G356600.1	GO:0003723
Gorai.007G356800.1	GO:0005515, GO:0043531
Gorai.007G356900.1	GO:0043531, GO:0005524
Gorai.007G357200.1	GO:0003723
Gorai.007G357300.1	GO:0006810, GO:0005643
Gorai.007G357400.1	GO:0003676
Gorai.007G357500.1	GO:0043531
Gorai.007G357700.1	GO:0043531
Gorai.007G357800.1	GO:0043531
Gorai.007G357900.1	GO:0003700, GO:0006355
Gorai.007G358100.1	GO:0008270, GO:0003677
Gorai.007G359400.1	GO:0003700, GO:0006355
Gorai.007G359600.1	GO:0047134, GO:0055114
Gorai.007G359800.1	GO:0005515
Gorai.007G360000.1	GO:0004650, GO:0005975
Gorai.007G360100.1	GO:0003924, GO:0005525, GO:0015093, GO:0015684, GO:0016021
Gorai.007G360800.1	GO:0003677, GO:0046983, GO:0003700, GO:0006355, GO:0005634
Gorai.007G361000.1	GO:0005515, GO:0043531
Gorai.007G361100.1	GO:0005515, GO:0043531
Gorai.007G361200.1	GO:0043531
Gorai.007G361300.1	GO:0043531
Gorai.007G361400.1	GO:0043531
Gorai.007G361900.1	GO:0003735, GO:0006412, GO:0005622, GO:0005840
Gorai.007G362000.1	GO:0003677, GO:0005634
Gorai.007G362200.1	GO:0003677
Gorai.007G362300.1	GO:0006629, GO:0016717, GO:0055114
Gorai.007G362700.1	GO:0003676, GO:0005524, GO:0008026, GO:0004386
Gorai.007G362800.1	GO:0001104, GO:0006357, GO:0016592
Gorai.007G363600.1	GO:0003677, GO:0046983
Gorai.007G363700.1	GO:0003677, GO:0046983
Gorai.007G363800.1	GO:0003700, GO:0006355, GO:0005634
Gorai.007G364000.1	GO:0009058
Gorai.007G364100.1	GO:0043531
Gorai.007G364300.1	GO:0043531
Gorai.007G364400.1	GO:0043531
Gorai.007G364700.1	GO:0005515, GO:0043531
Gorai.007G364900.1	GO:0043531
Gorai.007G365000.1	GO:0043531
Gorai.007G365200.1	GO:0004672, GO:0005524, GO:0006468
Gorai.007G365300.1	GO:0043531
Gorai.007G365400.1	GO:0043531
Gorai.007G365500.1	GO:0043531
Gorai.007G365700.1	GO:0043531
Gorai.007G365800.1	GO:0043531
Gorai.007G365900.1	GO:0043531
Gorai.007G366100.1	GO:0043531
Gorai.007G366200.1	GO:0043531
Gorai.007G366500.1	GO:0043531
Gorai.007G366600.1	GO:0003700, GO:0006355, GO:0005667
Gorai.007G366900.1	GO:0005634
Gorai.007G367000.1	GO:0016881
Gorai.007G367100.1	GO:0016881
Gorai.007G367200.1	GO:0016881
Gorai.007G367500.1	GO:0016491, GO:0008152
Gorai.007G367900.1	GO:0005515
Gorai.007G368000.1	GO:0033903, GO:0016998
Gorai.007G368100.1	GO:0003735, GO:0006412, GO:0005622, GO:0005840
Gorai.007G368200.1	GO:0005515, GO:0003735, GO:0006412, GO:0005840
Gorai.007G368400.1	GO:0051258, GO:0043234
Gorai.007G368500.1	GO:0003735, GO:0019843, GO:0006412, GO:0005622, GO:0005840
Gorai.007G368700.1	GO:0004553, GO:0005975
Gorai.007G369400.1	GO:0055114, GO:0016020
Gorai.007G370800.1	GO:0015979, GO:0009522, GO:0009579, GO:0016021
Gorai.007G370900.1	GO:0004672, GO:0005524, GO:0006468
Gorai.007G371000.1	GO:0005515
Gorai.007G371400.1	GO:0005506, GO:0009055, GO:0016705, GO:0020037, GO:0055114
Gorai.007G371500.1	GO:0008652
Gorai.007G371700.1	GO:0003676, GO:0003723
Gorai.007G371900.1	GO:0003677
Gorai.007G372000.1	GO:0003700, GO:0043565, GO:0006355
Gorai.007G372200.1	GO:0005506, GO:0009055, GO:0016705, GO:0020037, GO:0055114
Gorai.007G372300.1	GO:0016758, GO:0008152
Gorai.007G372500.1	GO:0003924, GO:0005525, GO:0007264, GO:0005634, GO:0005737, GO:0005622
Gorai.007G372600.1	GO:0003735, GO:0006412, GO:0005622, GO:0005840
Gorai.007G372700.1	GO:0005215, GO:0006810, GO:0016020
Gorai.007G372900.1	GO:0008601, GO:0007165, GO:0000159
Gorai.007G373000.1	GO:0004553, GO:0005975, GO:0016762, GO:0006073, GO:0005618, GO:0048046
Gorai.007G373100.1	GO:0004478
Gorai.007G373300.1	GO:0005524, GO:0009378, GO:0006281, GO:0006310, GO:0016887
Gorai.007G373500.1	GO:0003677
Gorai.007G373600.1	GO:0016841, GO:0009058
Gorai.007G373700.1	GO:0016841, GO:0009058
Gorai.007G373800.1	GO:0005215, GO:0006810, GO:0016020
Gorai.007G374300.1	GO:0003676, GO:0005524, GO:0008026, GO:0004386, GO:0003677, GO:0016787
Gorai.007G374600.1	GO:0003677, GO:0043565, GO:0005622
Gorai.007G374700.1	GO:0003735, GO:0006412, GO:0005840
Gorai.007G374800.1	GO:0000156, GO:0000160, GO:0006355, GO:0005515
Gorai.007G374900.1	GO:0005524, GO:0016887, GO:0016020
Gorai.007G375000.1	GO:0006887, GO:0000145
Gorai.007G375500.1	GO:0006260, GO:0000808, GO:0005634
Gorai.007G375600.1	GO:0000902
Gorai.007G375700.1	GO:0008375, GO:0016020
Gorai.007G375800.1	GO:0003700, GO:0006355, GO:0005667
Gorai.007G376000.1	GO:0046872
Gorai.007G376100.1	GO:0006888, GO:0005801, GO:0005622
Gorai.007G376200.1	GO:0005524, GO:0016887
Gorai.007G376600.1	GO:0016491, GO:0055114, GO:0005507
Gorai.007G376700.1	GO:0008270
Gorai.007G376800.1	GO:0016491, GO:0055114, GO:0005507
Gorai.007G376900.1	GO:0004672, GO:0005524, GO:0006468, GO:0005488
Gorai.007G377200.1	GO:0008652
Gorai.007G377800.1	GO:0042578, GO:0005975
Gorai.007G378000.1	GO:0008138, GO:0006470, GO:0003910, GO:0005524, GO:0006281, GO:0006310, GO:0004484, GO:0006370, GO:0006397
Gorai.007G378200.1	GO:0016491, GO:0055114, GO:0005507
Gorai.007G378300.1	GO:0003677
Gorai.007G378400.1	GO:0005215, GO:0006810, GO:0016020
Gorai.007G378500.1	GO:0005515
Gorai.007G378700.1	GO:0004672, GO:0005524, GO:0006468
Gorai.007G378900.1	GO:0004672, GO:0005524, GO:0006468
Gorai.007G379100.1	GO:2001070
Gorai.007G379200.1	GO:0003824
Gorai.007G379300.1	GO:0005351, GO:0008643, GO:0000139, GO:0016021
Gorai.007G380200.1	GO:0016429, GO:0030488
Gorai.008G000400.1	GO:0005524, GO:0044267
Gorai.008G000500.1	GO:0004672, GO:0005524, GO:0006468
Gorai.008G000600.1	GO:0004553, GO:0005975, GO:0005529, GO:0004565, GO:0009341
Gorai.008G000800.1	GO:0046933, GO:0046961, GO:0015986, GO:0000275
Gorai.008G001100.1	GO:0016491, GO:0055114
Gorai.008G001200.1	GO:0005515, GO:0005247, GO:0006821, GO:0055085, GO:0016020
Gorai.008G001600.1	GO:0005515, GO:0006364, GO:0051726
Gorai.008G001900.1	GO:0008234, GO:0006508
Gorai.008G002700.1	GO:0004672, GO:0005524, GO:0006468
Gorai.008G002800.1	GO:0005215, GO:0006810, GO:0055085, GO:0016021
Gorai.008G003000.1	GO:0004672, GO:0005524, GO:0006468
Gorai.008G003100.1	GO:0004672, GO:0005524, GO:0006468, GO:0003824, GO:0016773, GO:0009103, GO:0016020
Gorai.008G003300.1	GO:0045735
Gorai.008G003800.1	GO:0005515
Gorai.008G004100.1	GO:0015979, GO:0009522, GO:0009538
Gorai.008G004400.1	GO:0006629
Gorai.008G004500.1	GO:0005515
Gorai.008G004800.1	GO:0015450, GO:0015031, GO:0016020
Gorai.008G005700.1	GO:0046872, GO:0030001
Gorai.008G005900.1	GO:0003924, GO:0005525
Gorai.008G006100.1	GO:0004872, GO:0005788
Gorai.008G006300.1	GO:0022857, GO:0055085, GO:0016021
Gorai.008G006500.1	GO:0004672, GO:0005524, GO:0006468
Gorai.008G006600.1	GO:0004672, GO:0005524, GO:0006468
Gorai.008G006700.1	GO:0005515
Gorai.008G006900.1	GO:0004871, GO:0000160
Gorai.008G007000.1	GO:0005515
Gorai.008G007100.1	GO:0005515
Gorai.008G007200.1	GO:0016787, GO:0008152
Gorai.008G007500.1	GO:0004601, GO:0020037, GO:0006979, GO:0055114
Gorai.008G007600.1	GO:0004601, GO:0020037, GO:0006979, GO:0055114
Gorai.008G007700.1	GO:0004601, GO:0020037, GO:0006979, GO:0055114
Gorai.008G007900.1	GO:0003676
Gorai.008G008000.1	GO:0005515
Gorai.008G008100.1	GO:0004252, GO:0006508
Gorai.008G008200.1	GO:0015299, GO:0006812, GO:0055085, GO:0016021
Gorai.008G008400.1	GO:0008270, GO:0005622, GO:0005515
Gorai.008G008500.1	GO:0005515
Gorai.008G008600.1	GO:0009055, GO:0015035, GO:0045454
Gorai.008G009100.1	GO:0009055, GO:0015035, GO:0045454
Gorai.008G009200.1	GO:0009055, GO:0015035, GO:0045454
Gorai.008G009400.1	GO:0005515, GO:0004871, GO:0009416
Gorai.008G009500.1	GO:0003676, GO:0008270
Gorai.008G009600.1	GO:0008270
Gorai.008G009700.1	GO:0031625, GO:0006511, GO:0031461
Gorai.008G009900.1	GO:0015079, GO:0071805, GO:0016020
Gorai.008G010000.1	GO:0005515
Gorai.008G010100.1	GO:0005515
Gorai.008G010200.1	GO:0005515
Gorai.008G010300.1	GO:0004140, GO:0005524, GO:0015937
Gorai.008G010400.1	GO:0046872, GO:0030001
Gorai.008G010500.1	GO:0003824, GO:0004488, GO:0009396, GO:0055114
Gorai.008G011100.1	GO:0016758, GO:0005783, GO:0016021
Gorai.008G011200.1	GO:0016021
Gorai.008G011300.1	GO:0016491, GO:0016706, GO:0055114
Gorai.008G011600.1	GO:0005515
Gorai.008G011700.1	GO:0004143, GO:0007205
Gorai.008G011800.1	GO:0008937, GO:0015979, GO:0009536
Gorai.008G011900.1	GO:0005515
Gorai.008G012100.1	GO:0005515
Gorai.008G012200.1	GO:0055085
Gorai.008G012300.1	GO:0005515, GO:0005247, GO:0006821, GO:0055085, GO:0016020
Gorai.008G012400.1	GO:0016491, GO:0008152, GO:0003854, GO:0016616, GO:0006694, GO:0055114, GO:0003824, GO:0050662, GO:0044237
Gorai.008G012500.1	GO:0016491, GO:0008152, GO:0003854, GO:0016616, GO:0006694, GO:0055114, GO:0003824, GO:0050662, GO:0044237
Gorai.008G012600.1	GO:0004672, GO:0005524, GO:0006468, GO:0006355, GO:0005515
Gorai.008G012800.1	GO:0004672, GO:0005524, GO:0006468, GO:0005488
Gorai.008G012900.1	GO:0047134, GO:0055114
Gorai.008G013000.1	GO:0004420, GO:0050662, GO:0015936, GO:0055114
Gorai.008G013100.1	GO:0005086, GO:0032012, GO:0005622
Gorai.008G013300.1	GO:0005524, GO:0016787
Gorai.008G013400.1	GO:0004650, GO:0005975
Gorai.008G013500.1	GO:0008234, GO:0006508
Gorai.008G013700.1	GO:0004672, GO:0005524, GO:0006468
Gorai.008G013900.1	GO:0004970, GO:0005234, GO:0016020, GO:0005215, GO:0006810, GO:0030288
Gorai.008G014000.1	GO:0003827, GO:0006487, GO:0000139
Gorai.008G014100.1	GO:0005515
Gorai.008G014200.1	GO:0004672, GO:0005524, GO:0006468
Gorai.008G014400.1	GO:0005543
Gorai.008G014600.1	GO:0004609, GO:0008654
Gorai.008G014700.1	GO:0003677, GO:0006355
Gorai.008G014800.1	GO:0005515
Gorai.008G014900.1	GO:0046872, GO:0030001
Gorai.008G015500.1	GO:0005515
Gorai.008G015600.1	GO:0015079, GO:0071805, GO:0016020
Gorai.008G015700.1	GO:0016884
Gorai.008G015900.1	GO:0031072, GO:0051082, GO:0006457
Gorai.008G016000.1	GO:0016491, GO:0018580, GO:0055114
Gorai.008G016100.1	GO:0003676
Gorai.008G016300.1	GO:0005515
Gorai.008G016500.1	GO:0003677, GO:0005524, GO:0006260, GO:0016851, GO:0015979, GO:0015995, GO:0016887
Gorai.008G016700.1	GO:0004672, GO:0005524, GO:0006468
Gorai.008G017200.1	GO:0003677, GO:0046983, GO:0003700, GO:0006355, GO:0005634
Gorai.008G017300.1	GO:0003735, GO:0006412, GO:0005622, GO:0005840
Gorai.008G017400.1	GO:0005515
Gorai.008G017500.1	GO:0016810, GO:0006807
